frame_index,timestamp,character_x,character_y,character_facing,character_confidence,monster_count,monster_centers,a_wave_state,a_wave_direction,a_wave_confidence,a_wave_provenance,registration_ok,registration_confidence,quality_flags
32532,1229.8781,,,left,0.55,2,"[[458.0, 365.0], [1543.0, 711.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32587,1231.899267,,,left,0.55,1,"[[489.0, 161.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32643,1233.9274,,,unknown,0.0,1,"[[1176.0, 757.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32695,1235.941633,,,unknown,0.0,3,"[[798.0, 759.0], [253.0, 757.0], [448.0, 189.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32748,1237.969767,,,unknown,0.0,1,"[[524.0, 185.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32800,1240.025667,,,left,0.55,2,"[[500.0, 421.0], [378.0, 779.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32852,1242.032967,,,right,0.55,2,"[[1186.0, 665.0], [540.0, 213.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32906,1244.0611,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32961,1246.082267,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33017,1248.0965,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33071,1250.096867,,,left,0.55,1,"[[688.0, 383.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33121,1252.0972,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33175,1254.118367,,,unknown,0.0,2,"[[1070.0, 761.0], [578.0, 201.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33227,1256.125667,,,unknown,0.0,1,"[[623.0, 395.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33279,1258.132967,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33333,1260.140233,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33385,1262.147533,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33439,1264.161767,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33493,1266.182967,,,unknown,0.0,2,"[[496.0, 427.0], [186.0, 441.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33544,1268.218,,,right,0.55,2,"[[640.0, 779.0], [496.0, 427.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33598,1270.225333,,,right,0.55,1,"[[1026.0, 783.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33652,1272.253433,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33704,1274.2885,,,left,0.55,1,"[[460.0, 365.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33756,1276.2958,,,left,0.55,1,"[[1354.0, 751.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33810,1278.323933,,,right,0.55,1,"[[984.0, 773.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33862,1280.3451,,,unknown,0.0,2,"[[1118.0, 779.0], [568.0, 213.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33913,1282.345433,,,right,0.55,2,"[[1218.0, 775.0], [528.0, 213.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
33967,1284.359667,,,unknown,0.0,1,"[[990.0, 801.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34017,1286.380867,,,right,0.55,3,"[[210.0, 809.0], [1354.0, 801.0], [990.0, 807.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34069,1288.388167,,,right,0.55,1,"[[462.0, 391.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34120,1290.395433,,,left,0.55,2,"[[1740.0, 717.0], [694.0, 583.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34170,1292.416633,,,unknown,0.0,1,"[[92.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34225,1294.423933,,,left,0.55,2,"[[504.0, 167.0], [464.0, 731.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34281,1296.4312,,,left,0.55,2,"[[1245.0, 755.0], [1096.0, 655.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34336,1298.431533,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34390,1300.459667,,,unknown,0.0,1,"[[726.0, 781.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34441,1302.508633,,,unknown,0.0,3,"[[1231.0, 677.0], [506.0, 213.0], [1158.0, 781.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34493,1304.509,,,right,0.55,1,"[[782.0, 779.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34547,1306.516267,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34599,1308.537467,,,left,0.55,1,"[[294.0, 609.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34653,1310.565567,,,left,0.55,1,"[[176.0, 725.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34708,1312.5798,,,left,0.55,1,"[[272.0, 737.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34763,1314.607933,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34818,1316.622167,,,right,0.55,2,"[[848.0, 773.0], [673.0, 669.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34872,1318.629467,,,unknown,0.0,1,"[[470.0, 203.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34921,1320.6645,,,right,0.55,1,"[[548.0, 203.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
34970,1322.685733,,,right,0.55,2,"[[1148.0, 789.0], [544.0, 219.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35024,1324.7069,,,left,0.55,2,"[[1836.0, 721.0], [178.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35078,1326.707233,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35131,1328.735367,,,right,0.55,4,"[[574.0, 189.0], [503.0, 383.0], [224.0, 749.0], [1704.0, 747.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35185,1330.742667,,,unknown,0.0,2,"[[1314.0, 779.0], [1042.0, 665.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35238,1332.784667,,,unknown,0.0,1,"[[932.0, 779.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35289,1334.8128,,,unknown,0.0,3,"[[1412.0, 779.0], [566.0, 203.0], [680.0, 771.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35344,1336.8201,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35399,1338.848233,,,right,0.55,4,"[[1294.0, 779.0], [632.0, 417.0], [1432.0, 777.0], [1210.0, 663.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35452,1340.8555,,,left,0.55,3,"[[560.0, 353.0], [948.0, 913.0], [874.0, 805.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35507,1342.869733,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35561,1344.883967,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35615,1346.905167,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35670,1348.926333,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35723,1350.926667,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35775,1352.954767,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35830,1354.976,,,unknown,0.0,1,"[[174.0, 505.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35885,1356.990233,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35938,1359.004467,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
35990,1361.0187,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36039,1363.026,,,right,0.55,1,"[[234.0, 487.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36094,1365.0541,,,right,0.55,3,"[[492.0, 281.0], [1290.0, 863.0], [1055.0, 847.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36147,1367.068333,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36201,1369.096467,,,left,0.55,1,"[[1454.0, 725.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36254,1371.131533,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36307,1373.145767,,,unknown,0.0,1,"[[1445.0, 747.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36361,1375.1739,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36414,1377.174233,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36467,1379.181533,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36521,1381.188833,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36574,1383.216967,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36626,1385.238133,,,right,0.55,2,"[[236.0, 773.0], [353.0, 651.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36679,1387.252333,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36733,1389.259633,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36789,1391.2739,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36842,1393.281167,,,left,0.55,3,"[[312.0, 725.0], [405.0, 597.0], [1744.0, 725.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36898,1395.3093,,,left,0.55,4,"[[536.0, 151.0], [265.0, 597.0], [1781.0, 735.0], [686.0, 365.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
36951,1397.323533,,,left,0.55,1,"[[542.0, 209.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37008,1399.337767,,,unknown,0.0,1,"[[538.0, 207.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37063,1401.352,,,unknown,0.0,1,"[[681.0, 749.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37115,1403.366233,,,right,0.55,1,"[[1122.0, 763.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37165,1405.366567,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37217,1407.3669,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37271,1409.3881,,,left,0.55,1,"[[760.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37326,1411.4093,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37382,1413.4166,,,left,0.55,1,"[[236.0, 717.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37436,1415.479433,,,right,0.55,3,"[[1158.0, 717.0], [578.0, 159.0], [260.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37491,1417.521467,,,unknown,0.0,2,"[[665.0, 389.0], [548.0, 639.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37544,1419.521767,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37598,1421.5499,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37653,1423.585033,,,right,0.55,2,"[[446.0, 207.0], [440.0, 397.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37707,1425.606133,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37762,1427.6065,,,left,0.55,2,"[[698.0, 607.0], [906.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37815,1429.634633,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37870,1431.669733,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37922,1433.670067,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
37977,1435.712067,264.0,665.0,right,0.5834,1,"[[1526.0, 789.0]]",active,right,0.98,visual,True,1.0,
38030,1437.719367,,,unknown,0.0,1,"[[1458.0, 781.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38084,1439.740567,,,right,0.55,1,"[[1066.0, 789.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38137,1441.7826,,,right,0.55,1,"[[1352.0, 789.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38190,1443.789867,,,right,0.55,1,"[[1570.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38245,1445.818,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38299,1447.825267,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38356,1449.846467,,,unknown,0.0,1,"[[582.0, 391.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38412,1451.8746,,,left,0.55,1,"[[810.0, 745.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38463,1453.8888,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38516,1455.91,,,unknown,0.0,3,"[[566.0, 221.0], [1264.0, 767.0], [452.0, 417.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38568,1457.917267,,,unknown,0.0,2,"[[604.0, 661.0], [680.0, 767.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38623,1459.9385,,,unknown,0.0,2,"[[690.0, 769.0], [1109.0, 771.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38678,1461.945767,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38730,1463.9739,,,unknown,0.0,2,"[[576.0, 221.0], [614.0, 417.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38784,1465.988133,,,right,0.55,1,"[[574.0, 201.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38837,1467.9954,,,right,0.55,1,"[[542.0, 237.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38889,1470.009633,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38943,1472.0239,,,left,0.55,2,"[[936.0, 723.0], [650.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
38996,1474.045067,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39052,1476.052367,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39101,1478.0527,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39157,1480.0808,,,left,0.55,3,"[[884.0, 777.0], [452.0, 231.0], [1085.0, 795.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39208,1482.088133,,,unknown,0.0,1,"[[530.0, 231.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39261,1484.109267,,,unknown,0.0,3,"[[1388.0, 777.0], [346.0, 425.0], [1082.0, 777.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39313,1486.1235,,,unknown,0.0,1,"[[344.0, 671.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39369,1488.123867,,,right,0.55,1,"[[622.0, 785.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39423,1490.152,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39479,1492.180133,,,left,0.55,1,"[[854.0, 725.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39533,1494.208233,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39585,1496.208567,,,left,0.55,1,"[[554.0, 191.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39640,1498.229767,,,unknown,0.0,1,"[[1398.0, 763.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39693,1500.2579,,,unknown,0.0,1,"[[1252.0, 761.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39744,1502.2652,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39797,1504.293333,,,unknown,0.0,1,"[[369.0, 395.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39851,1506.307567,,,right,0.55,3,"[[1402.0, 779.0], [266.0, 779.0], [298.0, 427.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39904,1508.3218,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
39957,1510.336033,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40010,1512.343333,,,left,0.55,1,"[[126.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40063,1514.343667,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40116,1516.3579,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40171,1518.365167,,,unknown,0.0,4,"[[662.0, 773.0], [462.0, 773.0], [867.0, 767.0], [432.0, 227.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40226,1520.386367,,,unknown,0.0,2,"[[1410.0, 773.0], [346.0, 421.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40278,1522.4006,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40331,1524.4426,,,right,0.55,1,"[[444.0, 213.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40385,1526.442967,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40440,1528.4572,,,left,0.55,1,"[[500.0, 741.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40493,1530.4645,,,unknown,0.0,1,"[[646.0, 375.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40547,1532.513433,,,left,0.55,1,"[[522.0, 173.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40598,1534.534667,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40649,1536.541933,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40701,1538.542267,,,unknown,0.0,1,"[[532.0, 763.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40756,1540.5426,,,right,0.55,1,"[[1206.0, 789.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40809,1542.556833,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40863,1544.5572,,,left,0.55,1,"[[1817.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40916,1546.5575,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
40969,1548.557833,,,left,0.55,1,"[[574.0, 213.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41020,1550.579033,,,unknown,0.0,1,"[[1380.0, 767.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41070,1552.5794,,,unknown,0.0,1,"[[1339.0, 763.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41123,1554.579733,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41174,1556.587033,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41231,1558.615167,,,right,0.55,1,"[[376.0, 379.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41278,1560.622433,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41333,1562.629733,,,left,0.55,1,"[[1508.0, 751.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41386,1564.657867,,,left,0.55,1,"[[814.0, 779.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41437,1566.665167,,,unknown,0.0,2,"[[562.0, 225.0], [632.0, 433.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41490,1568.6863,,,unknown,0.0,1,"[[1062.0, 777.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41546,1570.7075,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41598,1572.7148,,,right,0.55,2,"[[512.0, 207.0], [694.0, 433.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41649,1574.715133,,,unknown,0.0,1,"[[570.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41703,1576.722433,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41759,1578.729733,,,left,0.55,1,"[[488.0, 623.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41812,1580.757867,,,left,0.55,1,"[[710.0, 405.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41867,1582.779033,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41920,1584.779367,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
41971,1586.821367,,,right,0.55,1,"[[1398.0, 773.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42026,1588.842567,,,right,0.55,2,"[[559.0, 211.0], [1398.0, 791.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42078,1590.849867,,,right,0.55,1,"[[90.0, 767.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42130,1592.877967,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42186,1594.892233,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42241,1596.906467,,,left,0.55,1,"[[710.0, 397.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42295,1598.9207,181.0,645.0,left,0.2339,4,"[[1408.0, 771.0], [892.0, 773.0], [266.0, 769.0], [1784.0, 769.0]]",active,left,0.98,visual,True,1.0,
42346,1600.921033,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42400,1602.949167,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42453,1604.9495,,,right,0.55,1,"[[560.0, 215.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42508,1606.9846,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42561,1608.984933,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42615,1611.013067,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42665,1613.041167,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42717,1615.0971,272.0,639.0,right,0.1403,1,"[[1060.0, 763.0]]",active,left,0.98,visual,True,1.0,
42770,1617.097433,,,unknown,0.0,1,"[[584.0, 405.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42821,1619.111633,,,unknown,0.0,1,"[[472.0, 209.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42875,1621.139767,,,unknown,0.0,1,"[[882.0, 755.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42927,1623.140133,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
42979,1625.147433,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
43034,1627.168633,,,right,0.55,2,"[[266.0, 781.0], [568.0, 213.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
43089,1629.168933,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
43142,1631.176233,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
43193,1633.190467,,,left,0.55,1,"[[603.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
43249,1635.204667,,,left,0.55,1,"[[454.0, 735.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
43302,1637.218933,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
43355,1639.233167,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
