frame_index,timestamp,character_x,character_y,character_facing,character_confidence,monster_count,monster_centers,a_wave_state,a_wave_direction,a_wave_confidence,a_wave_provenance,registration_ok,registration_confidence,quality_flags
21759,822.724767,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
21816,824.752867,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
21868,826.787933,,,unknown,0.0,1,"[[732.0, 783.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
21921,828.795233,,,right,0.55,3,"[[312.0, 429.0], [1418.0, 787.0], [546.0, 427.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
21976,830.823367,,,left,0.55,2,"[[648.0, 599.0], [406.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22029,832.8237,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22083,834.851833,,,left,0.55,1,"[[1552.0, 735.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22135,836.873033,,,right,0.55,1,"[[1367.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22186,838.8942,,,unknown,0.0,1,"[[997.0, 779.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22239,840.908433,,,unknown,0.0,1,"[[1340.0, 769.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22291,842.922667,,,unknown,0.0,2,"[[1144.0, 763.0], [1162.0, 655.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22346,844.9508,,,right,0.55,2,"[[334.0, 429.0], [1144.0, 785.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22398,846.951133,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22450,848.9515,,,left,0.55,1,"[[1414.0, 725.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22503,850.958767,,,left,0.55,1,"[[86.0, 609.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22556,852.9591,,,unknown,0.0,2,"[[450.0, 169.0], [426.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22610,854.959467,,,left,0.55,4,"[[1385.0, 711.0], [1046.0, 725.0], [652.0, 365.0], [172.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22664,856.9945,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22716,859.001833,,,unknown,0.0,1,"[[594.0, 727.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22768,861.002167,,,unknown,0.0,1,"[[490.0, 177.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22820,863.0303,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22869,865.030633,,,unknown,0.0,1,"[[1246.0, 725.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22923,867.058733,,,right,0.55,1,"[[428.0, 377.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
22971,869.066033,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23024,871.073333,,,left,0.55,2,"[[333.0, 735.0], [584.0, 725.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23078,873.087567,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23130,875.087933,,,unknown,0.0,2,"[[1362.0, 757.0], [1586.0, 757.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23185,877.1091,,,unknown,0.0,1,"[[1450.0, 761.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23237,879.109467,,,unknown,0.0,1,"[[532.0, 403.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23289,881.123667,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23342,883.130933,,,unknown,0.0,1,"[[1398.0, 755.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23396,885.186867,,,unknown,0.0,3,"[[589.0, 787.0], [346.0, 783.0], [1041.0, 661.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23451,887.208067,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23504,889.208433,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23559,891.208767,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23614,893.229933,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23664,895.258067,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23717,897.2584,,,unknown,0.0,2,"[[1388.0, 831.0], [290.0, 829.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23771,899.272667,,,unknown,0.0,1,"[[1406.0, 807.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23825,901.286867,,,unknown,0.0,1,"[[480.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23878,903.301133,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23932,905.3223,,,left,0.55,3,"[[1714.0, 717.0], [608.0, 171.0], [225.0, 719.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
23987,907.3296,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24042,909.350767,,,unknown,0.0,2,"[[546.0, 645.0], [956.0, 761.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24095,911.378867,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24146,913.413967,,,unknown,0.0,1,"[[1214.0, 659.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24198,915.4421,,,unknown,0.0,1,"[[1108.0, 761.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24247,917.442433,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24302,919.4775,,,right,0.55,3,"[[880.0, 799.0], [356.0, 791.0], [554.0, 233.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24355,921.4848,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24409,923.505967,,,left,0.55,1,"[[848.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24463,925.527167,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24517,927.548333,,,left,0.55,2,"[[1784.0, 727.0], [1398.0, 727.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24572,929.569533,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24626,931.5907,340.0,639.0,right,0.4572,0,[],active,left,0.98,visual,True,1.0,
24679,933.604933,,,unknown,0.0,1,"[[1226.0, 763.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24729,935.6122,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24783,937.6334,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24836,939.6546,,,unknown,0.0,2,"[[1388.0, 775.0], [1092.0, 779.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24891,941.675767,,,right,0.55,1,"[[1196.0, 809.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24942,943.69,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
24998,945.704233,,,left,0.55,1,"[[764.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25051,947.7046,,,left,0.55,1,"[[780.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25105,949.718833,,,left,0.55,1,"[[540.0, 717.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25158,951.733067,,,left,0.55,1,"[[532.0, 169.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25214,953.7473,,,unknown,0.0,3,"[[1062.0, 759.0], [1356.0, 759.0], [548.0, 185.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25267,955.754567,,,unknown,0.0,2,"[[980.0, 759.0], [444.0, 393.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25318,957.754933,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25369,959.7761,,,right,0.55,1,"[[344.0, 419.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25424,961.804233,,,unknown,0.0,2,"[[1338.0, 829.0], [422.0, 717.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25476,963.818467,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25531,965.8327,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25586,967.833033,,,left,0.55,1,"[[628.0, 611.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25638,969.840333,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25692,971.854567,,,left,0.55,1,"[[528.0, 361.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25746,973.8549,,,right,0.55,2,"[[1369.0, 745.0], [942.0, 645.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25802,975.889967,,,unknown,0.0,2,"[[989.0, 745.0], [522.0, 401.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25858,977.911167,,,unknown,0.0,1,"[[1184.0, 757.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25912,979.932367,,,right,0.55,1,"[[1058.0, 759.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
25966,981.960467,,,unknown,0.0,1,"[[1398.0, 775.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26021,983.9886,,,left,0.55,1,"[[496.0, 393.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26075,986.023667,,,unknown,0.0,1,"[[351.0, 699.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26126,988.024033,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26177,990.0313,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26233,992.0525,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26289,994.066733,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26342,996.074,,,left,0.55,1,"[[152.0, 609.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26396,998.074333,,,unknown,0.0,1,"[[918.0, 571.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26449,1000.0886,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26502,1002.088933,,,left,0.55,2,"[[546.0, 185.0], [618.0, 757.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26555,1004.103167,,,unknown,0.0,3,"[[1228.0, 759.0], [317.0, 411.0], [856.0, 759.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26610,1006.1313,,,unknown,0.0,1,"[[860.0, 755.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26662,1008.159433,,,unknown,0.0,1,"[[860.0, 759.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26717,1010.173633,,,right,0.55,1,"[[1330.0, 777.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26770,1012.180933,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26822,1014.202133,,,left,0.55,1,"[[1767.0, 711.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26876,1016.2233,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26932,1018.237533,,,left,0.55,2,"[[606.0, 365.0], [498.0, 163.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
26986,1020.265667,,,left,0.55,2,"[[896.0, 767.0], [241.0, 761.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27037,1022.2799,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27092,1024.3011,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27140,1026.322267,,,unknown,0.0,1,"[[1398.0, 763.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27192,1028.3365,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27243,1030.3646,,,unknown,0.0,3,"[[554.0, 199.0], [554.0, 401.0], [1306.0, 619.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27295,1032.364967,,,right,0.55,3,"[[634.0, 665.0], [586.0, 421.0], [940.0, 667.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27349,1034.386167,,,right,0.55,1,"[[484.0, 219.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27403,1036.4004,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27456,1038.4285,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27508,1040.442733,,,unknown,0.0,5,"[[1310.0, 723.0], [250.0, 717.0], [398.0, 605.0], [1632.0, 717.0], [104.0, 717.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27562,1042.457,,,left,0.55,3,"[[234.0, 733.0], [462.0, 169.0], [1470.0, 737.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27617,1044.457333,,,right,0.55,3,"[[1098.0, 767.0], [462.0, 199.0], [1330.0, 767.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27670,1046.464633,,,unknown,0.0,1,"[[954.0, 767.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27722,1048.478833,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27773,1050.486133,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27827,1052.5351,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27881,1054.563233,,,right,0.55,1,"[[482.0, 221.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27933,1056.577467,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
27986,1058.598667,,,left,0.55,1,"[[526.0, 611.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28040,1060.619833,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28094,1062.627133,,,left,0.55,1,"[[680.0, 365.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28148,1064.6483,,,right,0.55,1,"[[664.0, 759.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28203,1066.662533,,,unknown,0.0,1,"[[488.0, 189.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28254,1068.662867,,,unknown,0.0,1,"[[1398.0, 753.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28310,1070.691,,,unknown,0.0,3,"[[1398.0, 757.0], [508.0, 401.0], [1000.0, 759.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28361,1072.719133,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28415,1074.733367,,,right,0.55,1,"[[1821.0, 711.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28466,1076.7615,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28518,1078.761833,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28574,1080.776067,,,left,0.55,4,"[[381.0, 623.0], [1682.0, 749.0], [189.0, 747.0], [305.0, 747.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28627,1082.7903,,,right,0.55,2,"[[1308.0, 751.0], [584.0, 385.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28682,1084.825367,,,right,0.55,4,"[[1389.0, 771.0], [930.0, 769.0], [563.0, 205.0], [674.0, 775.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28736,1086.825733,,,unknown,0.0,3,"[[362.0, 415.0], [1209.0, 787.0], [1389.0, 769.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28791,1088.8469,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28847,1090.861133,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28900,1092.917033,,,right,0.55,2,"[[1418.0, 799.0], [1068.0, 799.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
28954,1094.924333,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29008,1096.931633,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29063,1098.959767,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29117,1100.9601,,,left,0.55,1,"[[484.0, 735.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29172,1102.9813,,,left,0.55,1,"[[1196.0, 735.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29229,1104.995533,,,left,0.55,1,"[[551.0, 365.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29281,1107.0028,,,unknown,0.0,1,"[[735.0, 755.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29335,1109.0101,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29387,1111.017367,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29439,1113.017733,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29493,1115.0389,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29545,1117.0601,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29601,1119.081267,,,left,0.55,1,"[[427.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29654,1121.0955,,,left,0.55,1,"[[413.0, 361.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29707,1123.109733,,,right,0.55,4,"[[1626.0, 733.0], [1320.0, 725.0], [670.0, 367.0], [569.0, 163.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29760,1125.1101,,,unknown,0.0,2,"[[798.0, 753.0], [1250.0, 759.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29812,1127.110433,184.0,637.0,right,0.1357,2,"[[898.0, 761.0], [1162.0, 761.0]]",active,right,0.98,visual,True,1.0,
29864,1129.117733,,,unknown,0.0,2,"[[754.0, 761.0], [396.0, 403.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
29916,1131.118067,184.0,637.0,right,0.1744,2,"[[558.0, 191.0], [924.0, 759.0]]",active,left,0.98,visual,True,1.0,
29969,1133.1184,,,right,0.55,2,"[[1218.0, 647.0], [454.0, 397.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30022,1135.118767,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30074,1137.1191,,,left,0.55,1,"[[626.0, 603.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30128,1139.133333,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30182,1141.133667,,,left,0.55,2,"[[1696.0, 725.0], [632.0, 367.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30233,1143.134,,,right,0.55,4,"[[1493.0, 749.0], [1336.0, 755.0], [1128.0, 763.0], [978.0, 649.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30286,1145.1552,,,unknown,0.0,4,"[[688.0, 659.0], [538.0, 227.0], [1089.0, 791.0], [954.0, 773.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30339,1147.176367,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30391,1149.176733,,,unknown,0.0,1,"[[504.0, 227.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30445,1151.2118,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30498,1153.2399,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30552,1155.254167,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30605,1157.282267,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30659,1159.352067,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30712,1161.3663,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30768,1163.3875,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30822,1165.401733,,,right,0.55,1,"[[194.0, 723.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30877,1167.429867,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30930,1169.4302,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
30984,1171.437467,,,left,0.55,2,"[[1582.0, 725.0], [576.0, 149.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31038,1173.437833,,,unknown,0.0,1,"[[566.0, 185.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31092,1175.452067,,,unknown,0.0,1,"[[324.0, 401.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31145,1177.4802,,,unknown,0.0,1,"[[530.0, 399.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31198,1179.4875,,,right,0.55,1,"[[700.0, 393.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31251,1181.501733,,,right,0.55,1,"[[156.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31304,1183.509033,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31357,1185.5163,,,left,0.55,1,"[[80.0, 603.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31412,1187.516667,,,left,0.55,1,"[[442.0, 165.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31466,1189.523933,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31521,1191.552067,,,right,0.55,1,"[[226.0, 399.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31574,1193.5663,,,left,0.55,2,"[[1511.0, 749.0], [198.0, 755.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31625,1195.566633,,,unknown,0.0,3,"[[557.0, 187.0], [1380.0, 757.0], [854.0, 749.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31680,1197.587833,,,right,0.55,1,"[[557.0, 211.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31735,1199.602067,,,unknown,0.0,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31786,1201.602367,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31840,1203.623567,,,right,0.55,1,"[[1432.0, 743.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31895,1205.6517,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
31950,1207.6729,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32003,1209.701,,,unknown,0.0,2,"[[1128.0, 717.0], [408.0, 721.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32056,1211.7361,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32110,1213.750333,,,left,0.55,2,"[[1388.0, 769.0], [462.0, 197.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32164,1215.7715,,,unknown,0.0,1,"[[1020.0, 767.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32217,1217.7927,198.0,651.0,right,0.3229,2,"[[1310.0, 767.0], [142.0, 415.0]]",active,right,0.98,visual,True,1.0,
32271,1219.813867,,,unknown,0.0,1,"[[563.0, 201.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32325,1221.821167,,,unknown,0.0,1,"[[175.0, 443.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32376,1223.8215,,,right,0.55,2,"[[552.0, 221.0], [1404.0, 789.0]]",unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32428,1225.849633,,,right,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
32482,1227.877733,,,left,0.55,0,[],unknown,unknown,0.0,visual,True,1.0,character_not_visible;wave_character_missing
